question_id,arrange_word_id,arrange_word,en1,en2,ja1,ja2,voice1,voice2,included_1or2,highlight_chips,voice1_name,voice2_name,sentence_first_en,sentence_second_en,answer,chips,audio_first,audio_second,audio_auto,icon_first,icon_second,position_first,position_second
e2412,va1206,ideal,This park is ideal for a picnic.,Let's come back with sandwiches next week!,この公園はピクニックにぴったりだね。,来週サンドイッチ持ってまた来よう！,Matthew,Ivy,1,ideal,Matthew,Ivy,___________,Let's come back with sandwiches next week!,This park is ideal for a picnic.,This|park|is|ideal|for|a|picnic.,e2412-a.mp3,e2412-b.mp3,1,Matthew.png,Ivy.png,left,right
e2413,va1207,belonging,Please take all your belongings when you leave.,,お帰りの際は、お荷物をすべてお持ちください。,,Ruth,,1,belongings,Ruth,,___________,,Please take all your belongings when you leave.,Please|take|all|your|belongings|when|you|leave.,e2413-a.mp3,,1,Ruth.png,,left,none
e2414,va1207,belonging,Joining the band gave me a sense of belonging.,,吹奏楽部に入って、居場所ができたって感じたんだ。,,Ivy,,1,belonging.,Ivy,,___________,,Joining the band gave me a sense of belonging.,Joining|the|band|gave|me|a|sense|of|belonging.,e2414-a.mp3,,1,Ivy,,right,none
e2415,va1208,artificial,Is this flower real?,"No, it's artificial. Touch it.",この花って本物？,ううん、造花だよ。触ってみて。,Ivy,Kevin,2,artificial.,Ivy,Kevin,Is this flower real?,___________,"No, it's artificial. Touch it.","No,|it's|artificial.|Touch|it.",e2415-a.mp3,e2415-b.mp3,1,Ivy,Kevin.png,right,left
e2416,va1208,artificial,Artificial intelligence can help doctors find diseases earlier.,,人工知能は、医師が病気を早く見つける手助けができます。,,Ivy,,1,Artificial,Ivy,,___________,,Artificial intelligence can help doctors find diseases earlier.,Artificial|intelligence|can|help|doctors|find|diseases|earlier.,e2416-a.mp3,,1,Ivy,,right,none
e2417,va1209,compete,Are you going to compete in the speech contest?,Yes! I'm practicing every night.,スピーチコンテストに出るの？,うん！毎晩練習してるんだ。,Kevin,Ivy,1,compete,Kevin,Ivy,___________,Yes! I'm practicing every night.,Are you going to compete in the speech contest?,Are|you|going|to|compete|in|the|speech|contest?,e2417-a.mp3,e2417-b.mp3,1,Kevin.png,Ivy.png,left,right
e2418,va1209,compete,Small shops can't easily compete with big supermarkets.,,小さなお店は大きなスーパーとなかなか競争できません。,,Ivy,,1,compete,Ivy,,___________,,Small shops can't easily compete with big supermarkets.,Small|shops|can't|easily|compete|with|big|supermarkets.,e2418-a.mp3,,1,Ivy,,right,none
e2419,va1210,offend,I hope my joke didn't offend you.,Not at all. It was funny!,私の冗談で気を悪くしてないといいんだけど。,全然。面白かったよ！,Ivy,Kevin,1,offend,Ivy,Kevin,___________,Not at all. It was funny!,I hope my joke didn't offend you.,I|hope|my|joke|didn't|offend|you.,e2419-a.mp3,e2419-b.mp3,1,Ivy,Kevin.png,right,left
e2420,va1210,offend,Pointing at people can offend them in some cultures.,,文化によっては、人を指さすと相手を不快にさせることがあります。,,Ivy,,1,offend,Ivy,,___________,,Pointing at people can offend them in some cultures.,Pointing|at|people|can|offend|them|in|some|cultures.,e2420-a.mp3,,1,Ivy,,right,none
e2421,va1211,deceive,Some online ads try to deceive young people.,,ネット広告の中には、若者をだまそうとするものがあります。,,Ivy,,1,deceive,Ivy,,___________,,Some online ads try to deceive young people.,Some|online|ads|try|to|deceive|young|people.,e2421-a.mp3,,1,Ivy,,right,none
e2422,va1211,deceive,How did the magician do that trick?,No idea. He totally deceived us!,あのマジシャン、どうやってあのトリックやったの？,わかんない。完全にだまされたよ！,Ivy,Kevin,2,deceived,Ivy,Kevin,How did the magician do that trick?,___________,No idea. He totally deceived us!,No|idea.|He|totally|deceived|us!,e2422-a.mp3,e2422-b.mp3,1,Ivy,Kevin.png,right,left
e2423,va1212,facial,Facial expressions can show feelings without words.,,表情は、言葉がなくても気持ちを伝えることができます。,,Ivy,,1,Facial,Ivy,,___________,,Facial expressions can show feelings without words.,Facial|expressions|can|show|feelings|without|words.,e2423-a.mp3,,1,Ivy,,right,none
e2424,va1212,facial,How does your phone unlock so fast?,It uses facial recognition.,スマホのロック、なんでそんなに早く解除できるの？,顔認証を使ってるんだ。,Kevin,Ivy,2,facial,Kevin,Ivy,How does your phone unlock so fast?,___________,It uses facial recognition.,It|uses|facial|recognition.,e2424-a.mp3,e2424-b.mp3,1,Kevin.png,Ivy.png,left,right
e2425,va1213,monitor,Nurses monitor patients all through the night.,,看護師は一晩中、患者さんの様子を見守っています。,,Ruth,,1,monitor,Ruth,,___________,,Nurses monitor patients all through the night.,Nurses|monitor|patients|all|through|the|night.,e2425-a.mp3,,1,Ruth.png,,left,none
e2426,va1213,monitor,My computer monitor is too small for gaming.,Why don't you ask for a bigger one for your birthday?,パソコンのモニター、ゲームするには小さすぎるんだ。,誕生日に大きいのをねだってみたら？,Kevin,Ivy,1,monitor,Kevin,Ivy,___________,Why don't you ask for a bigger one for your birthday?,My computer monitor is too small for gaming.,My|computer|monitor|is|too|small|for|gaming.,e2426-a.mp3,e2426-b.mp3,1,Kevin.png,Ivy.png,left,right
e2427,va1214,arrangement,What a beautiful flower arrangement!,Thank you. I learned it from my mother.,なんてすてきなフラワーアレンジメント！,ありがとう。母から習ったのよ。,Ivy,Ruth,1,arrangement!,Ivy,Ruth,___________,Thank you. I learned it from my mother.,What a beautiful flower arrangement!,What|a|beautiful|flower|arrangement!,e2427-a.mp3,e2427-b.mp3,1,Ivy,Ruth.png,right,left
e2428,va1214,arrangement,I've made arrangements for Grandma to pick you up.,"Thanks, Dad.",おばあちゃんが迎えに行けるよう手配しておいたよ。,ありがとう、パパ。,Matthew,Ivy,1,arrangements,Matthew,Ivy,___________,"Thanks, Dad.",I've made arrangements for Grandma to pick you up.,I've|made|arrangements|for|Grandma|to|pick|you|up.,e2428-a.mp3,e2428-b.mp3,1,Matthew.png,Ivy.png,left,right
e2429,va1215,auditorium,The graduation ceremony will be held in the auditorium.,,卒業式は講堂で行われます。,,Ruth,,1,auditorium.,Ruth,,___________,,The graduation ceremony will be held in the auditorium.,The|graduation|ceremony|will|be|held|in|the|auditorium.,e2429-a.mp3,,1,Ruth.png,,left,none
e2430,va1215,auditorium,Where's the concert?,In the city auditorium. Let's get there early.,コンサートどこでやるの？,市民ホールだよ。早めに行こう。,Kevin,Ivy,2,auditorium.,Kevin,Ivy,Where's the concert?,___________,In the city auditorium. Let's get there early.,In|the|city|auditorium.|Let's|get|there|early.,e2430-a.mp3,e2430-b.mp3,1,Kevin.png,Ivy.png,left,right
e2431,va1216,orbit,The moon orbits the earth about once a month.,,月は約1か月に1回、地球の周りを回っています。,,Ivy,,1,orbits,Ivy,,___________,,The moon orbits the earth about once a month.,The|moon|orbits|the|earth|about|once|a|month.,e2431-a.mp3,,1,Ivy,,right,none
e2432,va1216,orbit,How many satellites are in orbit around the earth?,Thousands! More are launched every year.,地球の周りの軌道には、人工衛星がいくつあるんですか？,何千もあるわよ！毎年さらに打ち上げられているの。,Kevin,Ruth,1,orbit,Kevin,Ruth,___________,Thousands! More are launched every year.,How many satellites are in orbit around the earth?,How|many|satellites|are|in|orbit|around|the|earth?,e2432-a.mp3,e2432-b.mp3,1,Kevin.png,Ruth.png,left,left
e2433,va1217,consist,Water consists of hydrogen and oxygen.,,水は水素と酸素でできています。,,Ivy,,1,consists,Ivy,,___________,,Water consists of hydrogen and oxygen.,Water|consists|of|hydrogen|and|oxygen.,e2433-a.mp3,,1,Ivy,,right,none
e2434,va1217,consist,What does your breakfast usually consist of?,Just toast and milk. I'm always in a hurry.,朝ごはんってだいたい何食べてる？,トーストと牛乳だけ。いつも急いでるから。,Kevin,Ivy,1,consist,Kevin,Ivy,___________,Just toast and milk. I'm always in a hurry.,What does your breakfast usually consist of?,What|does|your|breakfast|usually|consist|of?,e2434-a.mp3,e2434-b.mp3,1,Kevin.png,Ivy.png,left,right
e2435,va1218,league,Our team won the league this year!,Congratulations! You worked so hard.,うちのチーム、今年リーグ優勝したんだ！,おめでとう！すごく頑張ってたもんね。,Kevin,Ivy,1,league,Kevin,Ivy,___________,Congratulations! You worked so hard.,Our team won the league this year!,Our|team|won|the|league|this|year!,e2435-a.mp3,e2435-b.mp3,1,Kevin.png,Ivy.png,left,right
e2436,va1218,league,Look at Mia's drawing.,"Wow, she's in a different league from us.",ミアの絵見て。,うわ、私たちとはレベルが違うね。,Kevin,Ivy,2,league,Kevin,Ivy,Look at Mia's drawing.,___________,"Wow, she's in a different league from us.","Wow,|she's|in|a|different|league|from|us.",e2436-a.mp3,e2436-b.mp3,1,Kevin.png,Ivy.png,left,right
e2437,va1219,violence,Violence is never the answer to a problem.,,暴力は決して問題の解決にはなりません。,,Ruth,,1,Violence,Ruth,,___________,,Violence is never the answer to a problem.,Violence|is|never|the|answer|to|a|problem.,e2437-a.mp3,,1,Ruth.png,,left,none
e2438,va1219,violence,Why can't I watch that movie?,It has too much violence for your age.,なんであの映画見ちゃダメなの？,君の年には暴力的な場面が多すぎるんだよ。,Ivy,Matthew,2,violence,Ivy,Matthew,Why can't I watch that movie?,___________,It has too much violence for your age.,It|has|too|much|violence|for|your|age.,e2438-a.mp3,e2438-b.mp3,1,Ivy,Matthew.png,right,left
e2439,va1220,mass,Mass production made cars cheaper for everyone.,,大量生産によって、車は誰にでも買えるほど安くなりました。,,Ivy,,1,Mass,Ivy,,___________,,Mass production made cars cheaper for everyone.,Mass|production|made|cars|cheaper|for|everyone.,e2439-a.mp3,,1,Ivy,,right,none
e2440,va1220,mass,What's that dark mass in the sky?,Storm clouds. Let's go inside!,空のあの黒いかたまり何？,嵐の雲だよ。中に入ろう！,Kevin,Ivy,1,mass,Kevin,Ivy,___________,Storm clouds. Let's go inside!,What's that dark mass in the sky?,What's|that|dark|mass|in|the|sky?,e2440-a.mp3,e2440-b.mp3,1,Kevin.png,Ivy.png,left,right
e2441,va1221,geography,What's your favorite subject?,Geography. I love looking at maps.,好きな教科は何？,地理！地図を見るのが大好きなんだ。,Kevin,Ivy,2,Geography.,Kevin,Ivy,What's your favorite subject?,___________,Geography. I love looking at maps.,Geography.|I|love|looking|at|maps.,e2441-a.mp3,e2441-b.mp3,1,Kevin.png,Ivy.png,left,right
e2442,va1221,geography,Japan's geography includes many mountains and short rivers.,,日本の地形には、多くの山と短い川があります。,,Ivy,,1,geography,Ivy,,___________,,Japan's geography includes many mountains and short rivers.,Japan's|geography|includes|many|mountains|and|short|rivers.,e2442-a.mp3,,1,Ivy,,right,none
e2443,va1222,respectful,Please be respectful when others are speaking.,,他の人が話しているときは、敬意を持って聞きましょう。,,Ruth,,1,respectful,Ruth,,___________,,Please be respectful when others are speaking.,Please|be|respectful|when|others|are|speaking.,e2443-a.mp3,,1,Ruth.png,,left,none
e2444,va1222,respectful,My little brother is always respectful to older people.,He's so sweet. Unlike you!,弟はいつも年上の人に礼儀正しいんだ。,かわいいよね。あんたと違って！,Kevin,Ivy,1,respectful,Kevin,Ivy,___________,He's so sweet. Unlike you!,My little brother is always respectful to older people.,My|little|brother|is|always|respectful|to|older|people.,e2444-a.mp3,e2444-b.mp3,1,Kevin.png,Ivy.png,left,right
e2445,va1223,citizenship,"After living here for years, she finally got Japanese citizenship.",,何年もここに住んだあと、彼女はついに日本国籍を取得しました。,,Ruth,,1,citizenship.,Ruth,,___________,,"After living here for years, she finally got Japanese citizenship.","After|living|here|for|years,|she|finally|got|Japanese|citizenship.",e2445-a.mp3,,1,Ruth.png,,left,none
e2446,va1223,citizenship,"In citizenship class, we learned how elections work.",,公民の授業で、選挙の仕組みを学びました。,,Ivy,,1,citizenship,Ivy,,___________,,"In citizenship class, we learned how elections work.","In|citizenship|class,|we|learned|how|elections|work.",e2446-a.mp3,,1,Ivy,,right,none
e2447,va1224,tense,The last minute of the game was so tense!,I know! I couldn't breathe.,試合の最後の1分、めっちゃ緊迫してた！,わかる！息できなかったよ。,Kevin,Ivy,1,tense!,Kevin,Ivy,___________,I know! I couldn't breathe.,The last minute of the game was so tense!,The|last|minute|of|the|game|was|so|tense!,e2447-a.mp3,e2447-b.mp3,1,Kevin.png,Ivy.png,left,right
e2448,va1224,tense,Use the past tense when you write about yesterday.,,昨日のことを書くときは過去形を使いましょう。,,Ruth,,1,tense,Ruth,,___________,,Use the past tense when you write about yesterday.,Use|the|past|tense|when|you|write|about|yesterday.,e2448-a.mp3,,1,Ruth.png,,left,none
e2449,va1225,leading,She's one of the leading scientists in her field.,,彼女はその分野で一流の科学者の一人です。,,Ruth,,1,leading,Ruth,,___________,,She's one of the leading scientists in her field.,She's|one|of|the|leading|scientists|in|her|field.,e2449-a.mp3,,1,Ruth.png,,left,none
e2450,va1225,leading,Who's leading the race?,Number seven! She's so fast!,レース、誰が先頭？,7番！すっごく速い！,Kevin,Ivy,1,leading,Kevin,Ivy,___________,Number seven! She's so fast!,Who's leading the race?,Who's|leading|the|race?,e2450-a.mp3,e2450-b.mp3,1,Kevin.png,Ivy.png,left,right
e2451,va1226,harm,Will this spray harm my plants?,"No, it's safe. It only keeps bugs away.",このスプレー、植物に悪くない？,大丈夫、安全だよ。虫よけになるだけさ。,Ivy,Matthew,1,harm,Ivy,Matthew,___________,"No, it's safe. It only keeps bugs away.",Will this spray harm my plants?,Will|this|spray|harm|my|plants?,e2451-a.mp3,e2451-b.mp3,1,Ivy,Matthew.png,right,left
e2452,va1226,harm,Relax. The dog won't do you any harm.,Are you sure? He's barking so loudly.,落ち着いて。その犬は何もしないよ。,ほんと？すごい吠えてるけど。,Kevin,Ivy,1,harm.,Kevin,Ivy,___________,Are you sure? He's barking so loudly.,Relax. The dog won't do you any harm.,Relax.|The|dog|won't|do|you|any|harm.,e2452-a.mp3,e2452-b.mp3,1,Kevin.png,Ivy.png,left,right
e2453,va1227,exchange,Can I exchange this shirt for a bigger size?,Of course. Do you have the receipt?,このシャツ、大きいサイズに交換できますか？,もちろんです。レシートはお持ちですか？,Ivy,Ruth,1,exchange,Ivy,Ruth,___________,Of course. Do you have the receipt?,Can I exchange this shirt for a bigger size?,Can|I|exchange|this|shirt|for|a|bigger|size?,e2453-a.mp3,e2453-b.mp3,1,Ivy,Ruth.png,right,left
e2454,va1227,exchange,We have an exchange student from Brazil in our class!,Really? I want to talk to her.,うちのクラスにブラジルからの留学生が来たんだ！,ほんと？話してみたい。,Kevin,Ivy,1,exchange,Kevin,Ivy,___________,Really? I want to talk to her.,We have an exchange student from Brazil in our class!,We|have|an|exchange|student|from|Brazil|in|our|class!,e2454-a.mp3,e2454-b.mp3,1,Kevin.png,Ivy.png,left,right
e2455,va1228,fortunately,Did you miss the bus?,"Almost! Fortunately, the driver waited for me.",バス乗り遅れた？,ギリギリ！運よく運転手さんが待っててくれたの。,Kevin,Ivy,2,"Fortunately,",Kevin,Ivy,Did you miss the bus?,___________,"Almost! Fortunately, the driver waited for me.","Almost!|Fortunately,|the|driver|waited|for|me.",e2455-a.mp3,e2455-b.mp3,1,Kevin.png,Ivy.png,left,right
e2456,va1228,fortunately,"I dropped my phone, but fortunately it didn't break.",,スマホを落としたけど、幸い壊れなかったよ。,,Matthew,,1,fortunately,Matthew,,___________,,"I dropped my phone, but fortunately it didn't break.","I|dropped|my|phone,|but|fortunately|it|didn't|break.",e2456-a.mp3,,1,Matthew.png,,left,none
e2457,va1229,economy,Tourism is important for the local economy.,,観光は地元の経済にとって重要です。,,Ivy,,1,economy.,Ivy,,___________,,Tourism is important for the local economy.,Tourism|is|important|for|the|local|economy.,e2457-a.mp3,,1,Ivy,,right,none
e2458,va1229,economy,Are we flying business class?,No way. We're flying economy.,ビジネスクラスで行くの？,まさか。エコノミーだよ。,Ivy,Matthew,2,economy.,Ivy,Matthew,Are we flying business class?,___________,No way. We're flying economy.,No|way.|We're|flying|economy.,e2458-a.mp3,e2458-b.mp3,1,Ivy,Matthew.png,right,left
e2459,va1230,major,What's your sister's major at college?,Biology. She wants to study sea animals.,お姉さん、大学で何を専攻してるの？,生物学。海の生き物を研究したいんだって。,Ivy,Kevin,1,major,Ivy,Kevin,___________,Biology. She wants to study sea animals.,What's your sister's major at college?,What's|your|sister's|major|at|college?,e2459-a.mp3,e2459-b.mp3,1,Ivy,Kevin.png,right,left
e2460,va1230,major,Plastic waste is a major problem for the ocean.,,プラスチックごみは、海にとって大きな問題です。,,Ivy,,1,major,Ivy,,___________,,Plastic waste is a major problem for the ocean.,Plastic|waste|is|a|major|problem|for|the|ocean.,e2460-a.mp3,,1,Ivy,,right,none
e2461,va1231,task,Your task is to find three facts about the moon.,,みなさんの課題は、月について3つの事実を見つけることです。,,Ruth,,1,task,Ruth,,___________,,Your task is to find three facts about the moon.,Your|task|is|to|find|three|facts|about|the|moon.,e2461-a.mp3,,1,Ruth.png,,left,none
e2462,va1231,task,Cleaning my room is such a boring task.,Play music while you do it!,部屋の掃除って本当に退屈な作業だよな。,音楽かけながらやりなよ！,Kevin,Ivy,1,task.,Kevin,Ivy,___________,Play music while you do it!,Cleaning my room is such a boring task.,Cleaning|my|room|is|such|a|boring|task.,e2462-a.mp3,e2462-b.mp3,1,Kevin.png,Ivy.png,left,right
e2463,va1232,embarrassment,My face turned red with embarrassment when I fell.,,転んだとき、恥ずかしさで顔が真っ赤になっちゃった。,,Ivy,,1,embarrassment,Ivy,,___________,,My face turned red with embarrassment when I fell.,My|face|turned|red|with|embarrassment|when|I|fell.,e2463-a.mp3,,1,Ivy,,right,none
e2464,va1232,embarrassment,I sang the wrong song at the concert.,Don't worry. Embarrassment doesn't last forever.,コンサートで違う曲を歌っちゃった。,気にしないで。恥ずかしい気持ちなんてずっとは続かないよ。,Kevin,Ivy,2,Embarrassment,Kevin,Ivy,I sang the wrong song at the concert.,___________,Don't worry. Embarrassment doesn't last forever.,Don't|worry.|Embarrassment|doesn't|last|forever.,e2464-a.mp3,e2464-b.mp3,1,Kevin.png,Ivy.png,left,right
e2465,va1233,correction,I made a few corrections to your essay.,Thank you. I'll fix them tonight.,作文をいくつか添削しておいたわ。,ありがとうございます。今夜直します。,Ruth,Ivy,1,corrections,Ruth,Ivy,___________,Thank you. I'll fix them tonight.,I made a few corrections to your essay.,I|made|a|few|corrections|to|your|essay.,e2465-a.mp3,e2465-b.mp3,1,Ruth.png,Ivy.png,left,right
e2466,va1233,correction,The newspaper printed a correction the next day.,,新聞社は翌日、訂正記事を載せました。,,Ruth,,1,correction,Ruth,,___________,,The newspaper printed a correction the next day.,The|newspaper|printed|a|correction|the|next|day.,e2466-a.mp3,,1,Ruth.png,,left,none
e2467,va1234,frightening,How was the haunted house?,So frightening! I screamed the whole time.,お化け屋敷どうだった？,めちゃくちゃ怖かった！ずっと叫んでたよ。,Kevin,Ivy,2,frightening!,Kevin,Ivy,How was the haunted house?,___________,So frightening! I screamed the whole time.,So|frightening!|I|screamed|the|whole|time.,e2467-a.mp3,e2467-b.mp3,1,Kevin.png,Ivy.png,left,right
e2468,va1234,frightening,The thunder last night was frightening.,,昨日の夜の雷、怖かったな。,,Ivy,,1,frightening.,Ivy,,___________,,The thunder last night was frightening.,The|thunder|last|night|was|frightening.,e2468-a.mp3,,1,Ivy,,right,none
e2469,va1235,enormous,Look at that enormous cake!,Can we eat all of it?,見て、あの巨大なケーキ！,全部食べていいのかな？,Ivy,Kevin,1,enormous,Ivy,Kevin,___________,Can we eat all of it?,Look at that enormous cake!,Look|at|that|enormous|cake!,e2469-a.mp3,e2469-b.mp3,1,Ivy,Kevin.png,right,left
e2470,va1235,enormous,"Blue whales are enormous, even bigger than a bus.",,シロナガスクジラはとても巨大で、バスよりも大きいんです。,,Ivy,,1,"enormous,",Ivy,,___________,,"Blue whales are enormous, even bigger than a bus.","Blue|whales|are|enormous,|even|bigger|than|a|bus.",e2470-a.mp3,,1,Ivy,,right,none
e2471,va1236,mild,Do you want spicy curry?,"No, mild, please. I can't eat spicy food.",辛いカレーにする？,ううん、甘口がいい。辛いの食べられないの。,Matthew,Ivy,2,"mild,",Matthew,Ivy,Do you want spicy curry?,___________,"No, mild, please. I can't eat spicy food.","No,|mild,|please.|I|can't|eat|spicy|food.",e2471-a.mp3,e2471-b.mp3,1,Matthew.png,Ivy.png,left,right
e2472,va1236,mild,"This area has mild winters, so it rarely snows.",,この地域は冬が穏やかなので、めったに雪が降りません。,,Ruth,,1,mild,Ruth,,___________,,"This area has mild winters, so it rarely snows.","This|area|has|mild|winters,|so|it|rarely|snows.",e2472-a.mp3,,1,Ruth.png,,left,none
e2473,va1237,reminder,Just a reminder: the test is on Friday.,,念のためお知らせです。テストは金曜日ですよ。,,Ruth,,1,reminder:,Ruth,,___________,,Just a reminder: the test is on Friday.,Just|a|reminder:|the|test|is|on|Friday.,e2473-a.mp3,,1,Ruth.png,,left,none
e2474,va1237,reminder,I set a reminder on my phone for your birthday.,"Aw, thanks! You never forget anything.",あなたの誕生日、スマホにリマインダー入れといたよ。,おお、ありがとう！ほんと何も忘れないよね。,Ivy,Kevin,1,reminder,Ivy,Kevin,___________,"Aw, thanks! You never forget anything.",I set a reminder on my phone for your birthday.,I|set|a|reminder|on|my|phone|for|your|birthday.,e2474-a.mp3,e2474-b.mp3,1,Ivy,Kevin.png,right,left
e2475,va1238,uncover,Scientists uncovered an ancient village under the city.,,科学者たちは、その都市の地下で古代の村を発見しました。,,Ruth,,1,uncovered,Ruth,,___________,,Scientists uncovered an ancient village under the city.,Scientists|uncovered|an|ancient|village|under|the|city.,e2475-a.mp3,,1,Ruth.png,,left,none
e2476,va1238,uncover,"In this mystery, a girl uncovers a secret about her school.",,このミステリーでは、女の子が学校の秘密を暴いていくんです。,,Ivy,,1,uncovers,Ivy,,___________,,"In this mystery, a girl uncovers a secret about her school.","In|this|mystery,|a|girl|uncovers|a|secret|about|her|school.",e2476-a.mp3,,1,Ivy,,right,none
e2477,va1239,twist,The ending of that movie was crazy!,I know! I didn't see that twist coming.,あの映画のラスト、ヤバかった！,ほんとに！あのどんでん返しは予想できなかった。,Kevin,Ivy,2,twist,Kevin,Ivy,The ending of that movie was crazy!,___________,I know! I didn't see that twist coming.,I|know!|I|didn't|see|that|twist|coming.,e2477-a.mp3,e2477-b.mp3,1,Kevin.png,Ivy.png,left,right
e2478,va1239,twist,I twisted my ankle in PE.,Let me see. Put some ice on it.,体育で足首ひねっちゃった。,見せてごらん。氷で冷やそう。,Ivy,Matthew,1,twisted,Ivy,Matthew,___________,Let me see. Put some ice on it.,I twisted my ankle in PE.,I|twisted|my|ankle|in|PE.,e2478-a.mp3,e2478-b.mp3,1,Ivy,Matthew.png,right,left
e2479,va1240,fabric,What kind of fabric is this?,It's cotton. It's soft and easy to wash.,これってどんな生地ですか？,綿よ。柔らかくて洗いやすいの。,Ivy,Ruth,1,fabric,Ivy,Ruth,___________,It's cotton. It's soft and easy to wash.,What kind of fabric is this?,What|kind|of|fabric|is|this?,e2479-a.mp3,e2479-b.mp3,1,Ivy,Ruth.png,right,left
e2480,va1240,fabric,We made bags from old fabric in home economics class.,,家庭科の授業で、古い布からバッグを作りました。,,Ivy,,1,fabric,Ivy,,___________,,We made bags from old fabric in home economics class.,We|made|bags|from|old|fabric|in|home|economics|class.,e2480-a.mp3,,1,Ivy,,right,none
e2481,va1241,embrace,Grandma embraced me as soon as I arrived.,,着いたとたん、おばあちゃんがぎゅっと抱きしめてくれたの。,,Ivy,,1,embraced,Ivy,,___________,,Grandma embraced me as soon as I arrived.,Grandma|embraced|me|as|soon|as|I|arrived.,e2481-a.mp3,,1,Ivy,,right,none
