question_id,arrange_word_id,arrange_word,en1,en2,ja1,ja2,voice1,voice2,included_1or2,highlight_chips,voice1_name,voice2_name,sentence_first_en,sentence_second_en,answer,chips,audio_first,audio_second,audio_auto,icon_first,icon_second,position_first,position_second
e2211,va1106,native,Is your English teacher a native speaker?,"Yes, he's from Canada.",英語の先生ってネイティブスピーカー？,うん、カナダ出身だよ。,Ivy,Kevin,1,native,Ivy,Kevin,___________,"Yes, he's from Canada.",Is your English teacher a native speaker?,Is|your|English|teacher|a|native|speaker?,e2211-a.mp3,e2211-b.mp3,1,Ivy,Kevin.png,right,left
e2212,va1106,native,This flower is native to Japan and grows near rivers.,,この花は日本原産で、川の近くに生えます。,,Ruth,,1,native,Ruth,,___________,,This flower is native to Japan and grows near rivers.,This|flower|is|native|to|Japan|and|grows|near|rivers.,e2212-a.mp3,,1,Ruth.png,,left,none
e2213,va1107,fare,How much is the bus fare to the station?,It's 220 yen. Do you have enough change?,駅までのバス代っていくら？,220円だよ。小銭は足りる？,Ivy,Matthew,1,fare,Ivy,Matthew,___________,It's 220 yen. Do you have enough change?,How much is the bus fare to the station?,How|much|is|the|bus|fare|to|the|station?,e2213-a.mp3,e2213-b.mp3,1,Ivy,Matthew.png,right,left
e2214,va1107,fare,Train fares went up again this month.,Seriously? I'd better ride my bike more.,今月また電車の運賃が上がったんだよ。,マジで？もっと自転車に乗らなきゃ。,Kevin,Ivy,1,fares,Kevin,Ivy,___________,Seriously? I'd better ride my bike more.,Train fares went up again this month.,Train|fares|went|up|again|this|month.,e2214-a.mp3,e2214-b.mp3,1,Kevin.png,Ivy.png,left,right
e2215,va1108,mistaken,"The test is tomorrow, right?","No, you're mistaken. It's next Monday.",テストって明日だよね？,ううん、勘違いしてるよ。来週の月曜だよ。,Kevin,Ivy,2,mistaken.,Kevin,Ivy,"The test is tomorrow, right?",___________,"No, you're mistaken. It's next Monday.","No,|you're|mistaken.|It's|next|Monday.",e2215-a.mp3,e2215-b.mp3,1,Kevin.png,Ivy.png,left,right
e2216,va1108,mistaken,I was mistaken for my cousin at the supermarket.,,スーパーでいとこと間違えられちゃった。,,Ivy,,1,mistaken,Ivy,,___________,,I was mistaken for my cousin at the supermarket.,I|was|mistaken|for|my|cousin|at|the|supermarket.,e2216-a.mp3,,1,Ivy,,right,none
e2217,va1109,definite,Are we going camping this weekend?,It's not definite yet. It depends on the weather.,今週末キャンプ行くの？,まだ決まってないんだ。天気次第だね。,Ivy,Matthew,2,definite,Ivy,Matthew,Are we going camping this weekend?,___________,It's not definite yet. It depends on the weather.,It's|not|definite|yet.|It|depends|on|the|weather.,e2217-a.mp3,e2217-b.mp3,1,Ivy,Matthew.png,right,left
e2218,va1109,definite,I need a definite answer by Friday.,"Okay, I'll ask my parents tonight.",金曜日までにはっきりした返事が欲しいの。,わかりました、今夜親に聞いてみます。,Ruth,Ivy,1,definite,Ruth,Ivy,___________,"Okay, I'll ask my parents tonight.",I need a definite answer by Friday.,I|need|a|definite|answer|by|Friday.,e2218-a.mp3,e2218-b.mp3,1,Ruth.png,Ivy.png,left,right
e2219,va1110,forecast,Should I take an umbrella?,"Yes, the forecast says it'll rain this afternoon.",傘持っていった方がいい？,うん、天気予報だと午後から雨だって。,Ivy,Matthew,2,forecast,Ivy,Matthew,Should I take an umbrella?,___________,"Yes, the forecast says it'll rain this afternoon.","Yes,|the|forecast|says|it'll|rain|this|afternoon.",e2219-a.mp3,e2219-b.mp3,1,Ivy,Matthew.png,right,left
e2220,va1110,forecast,Experts forecast that the population will keep falling.,,専門家は、人口が減り続けると予測しています。,,Ruth,,1,forecast,Ruth,,___________,,Experts forecast that the population will keep falling.,Experts|forecast|that|the|population|will|keep|falling.,e2220-a.mp3,,1,Ruth.png,,left,none
e2221,va1111,conscious,Why do you always bring your own bag?,I'm trying to be more conscious of plastic waste.,なんでいつもマイバッグ持ってるの？,プラスチックごみをもっと意識しようとしてるの。,Kevin,Ivy,2,conscious,Kevin,Ivy,Why do you always bring your own bag?,___________,I'm trying to be more conscious of plastic waste.,I'm|trying|to|be|more|conscious|of|plastic|waste.,e2221-a.mp3,e2221-b.mp3,1,Kevin.png,Ivy.png,left,right
e2222,va1111,conscious,Dolphins stay half conscious even while they sleep.,,イルカは眠っている間も半分意識があるんです。,,Ivy,,1,conscious,Ivy,,___________,,Dolphins stay half conscious even while they sleep.,Dolphins|stay|half|conscious|even|while|they|sleep.,e2222-a.mp3,,1,Ivy,,right,none
e2223,va1112,explanation,I didn't understand the math problem.,Let me give you a simpler explanation.,その数学の問題、わからなかった。,もっと簡単に説明してあげるよ。,Ivy,Kevin,2,explanation.,Ivy,Kevin,I didn't understand the math problem.,___________,Let me give you a simpler explanation.,Let|me|give|you|a|simpler|explanation.,e2223-a.mp3,e2223-b.mp3,1,Ivy,Kevin.png,right,left
e2224,va1112,explanation,You were late again. What's your explanation this time?,"Sorry, my alarm didn't go off.",また遅刻ね。今度はどういう理由？,すみません、目覚ましが鳴らなかったんです。,Ruth,Kevin,1,explanation,Ruth,Kevin,___________,"Sorry, my alarm didn't go off.",You were late again. What's your explanation this time?,You|were|late|again.|What's|your|explanation|this|time?,e2224-a.mp3,e2224-b.mp3,1,Ruth.png,Kevin.png,left,left
e2225,va1113,feature,What's the best feature of your new phone?,The camera. It takes great photos at night.,新しいスマホの一番いいところは何？,カメラ！夜でもきれいに撮れるんだ。,Kevin,Ivy,1,feature,Kevin,Ivy,___________,The camera. It takes great photos at night.,What's the best feature of your new phone?,What's|the|best|feature|of|your|new|phone?,e2225-a.mp3,e2225-b.mp3,1,Kevin.png,Ivy.png,left,right
e2226,va1113,feature,This month's magazine features my favorite singer!,,今月の雑誌、大好きな歌手が特集されてる！,,Ivy,,1,features,Ivy,,___________,,This month's magazine features my favorite singer!,This|month's|magazine|features|my|favorite|singer!,e2226-a.mp3,,1,Ivy,,right,none
e2227,va1114,curiosity,Why did you open the old box?,Just curiosity. I wanted to see what was inside.,なんであの古い箱開けたの？,ただの好奇心。中に何があるか見たかったの。,Kevin,Ivy,2,curiosity.,Kevin,Ivy,Why did you open the old box?,___________,Just curiosity. I wanted to see what was inside.,Just|curiosity.|I|wanted|to|see|what|was|inside.,e2227-a.mp3,e2227-b.mp3,1,Kevin.png,Ivy.png,left,right
e2228,va1114,curiosity,Curiosity is the first step to learning.,,好奇心は学びの第一歩です。,,Ivy,,1,Curiosity,Ivy,,___________,,Curiosity is the first step to learning.,Curiosity|is|the|first|step|to|learning.,e2228-a.mp3,,1,Ivy,,right,none
e2229,va1115,competitive,Let's play again! I can't lose to you!,"You're way too competitive, Kevin.",もう一回やろう！お前には負けられない！,負けず嫌いすぎだよ、ケビン。,Kevin,Ivy,2,"competitive,",Kevin,Ivy,Let's play again! I can't lose to you!,___________,"You're way too competitive, Kevin.","You're|way|too|competitive,|Kevin.",e2229-a.mp3,e2229-b.mp3,1,Kevin.png,Ivy.png,left,right
e2230,va1115,competitive,I want to go to Minami High School.,"It's very competitive, so start preparing now.",南高校に行きたいです。,競争率が高いから、今から準備を始めなさいね。,Ivy,Ruth,2,"competitive,",Ivy,Ruth,I want to go to Minami High School.,___________,"It's very competitive, so start preparing now.","It's|very|competitive,|so|start|preparing|now.",e2230-a.mp3,e2230-b.mp3,1,Ivy,Ruth.png,right,left
e2231,va1116,establish,This school was established more than a hundred years ago.,,この学校は100年以上前に創立されました。,,Ruth,,1,established,Ruth,,___________,,This school was established more than a hundred years ago.,This|school|was|established|more|than|a|hundred|years|ago.,e2231-a.mp3,,1,Ruth.png,,left,none
e2232,va1116,establish,We should establish some rules for our club room.,Good idea. First rule: no food on the desks!,部室のルールを決めた方がいいよね。,いいね。ルールその1、机の上で食べ物禁止！,Kevin,Ivy,1,establish,Kevin,Ivy,___________,Good idea. First rule: no food on the desks!,We should establish some rules for our club room.,We|should|establish|some|rules|for|our|club|room.,e2232-a.mp3,e2232-b.mp3,1,Kevin.png,Ivy.png,left,right
e2233,va1117,boundary,Where does our town end?,The river is the boundary between our town and the next one.,私たちの町ってどこまで？,あの川が隣町との境目だよ。,Ivy,Matthew,2,boundary,Ivy,Matthew,Where does our town end?,___________,The river is the boundary between our town and the next one.,The|river|is|the|boundary|between|our|town|and|the|next|one.,e2233-a.mp3,e2233-b.mp3,1,Ivy,Matthew.png,right,left
e2234,va1117,boundary,It's important to respect other people's boundaries.,,他人との境界線を尊重することは大切です。,,Ruth,,1,boundaries.,Ruth,,___________,,It's important to respect other people's boundaries.,It's|important|to|respect|other|people's|boundaries.,e2234-a.mp3,,1,Ruth.png,,left,none
e2235,va1118,oneself,I often talk to myself when I study.,Talking to oneself can actually help you focus.,勉強するとき、よく独り言を言っちゃうんです。,独り言は実は集中の助けになることもあるのよ。,Ivy,Ruth,2,oneself,Ivy,Ruth,I often talk to myself when I study.,___________,Talking to oneself can actually help you focus.,Talking|to|oneself|can|actually|help|you|focus.,e2235-a.mp3,e2235-b.mp3,1,Ivy,Ruth.png,right,left
e2236,va1118,oneself,I think believing in oneself is the most important thing.,,私は、自分を信じることが一番大切だと思います。,,Ivy,,1,oneself,Ivy,,___________,,I think believing in oneself is the most important thing.,I|think|believing|in|oneself|is|the|most|important|thing.,e2236-a.mp3,,1,Ivy,,right,none
e2237,va1119,explorer,"When I was little, I wanted to be an explorer.",Like someone who goes to the jungle?,小さい頃、探検家になりたかったんだ。,ジャングルとかに行く人みたいな？,Kevin,Ivy,1,explorer.,Kevin,Ivy,___________,Like someone who goes to the jungle?,"When I was little, I wanted to be an explorer.","When|I|was|little,|I|wanted|to|be|an|explorer.",e2237-a.mp3,e2237-b.mp3,1,Kevin.png,Ivy.png,left,right
e2238,va1119,explorer,The explorer reached the South Pole in 1911.,,その探検家は1911年に南極点に到達しました。,,Ruth,,1,explorer,Ruth,,___________,,The explorer reached the South Pole in 1911.,The|explorer|reached|the|South|Pole|in|1911.,e2238-a.mp3,,1,Ruth.png,,left,none
e2239,va1120,tax-free,Why is this shop so crowded?,Tourists can buy things tax-free here.,このお店、なんでこんなに混んでるの？,ここだと観光客は免税で買い物できるんだよ。,Ivy,Matthew,2,tax-free,Ivy,Matthew,Why is this shop so crowded?,___________,Tourists can buy things tax-free here.,Tourists|can|buy|things|tax-free|here.,e2239-a.mp3,e2239-b.mp3,1,Ivy,Matthew.png,right,left
e2240,va1120,tax-free,I bought tax-free chocolate at the airport for my friends.,,空港で友達用に免税のチョコを買ったよ。,,Ivy,,1,tax-free,Ivy,,___________,,I bought tax-free chocolate at the airport for my friends.,I|bought|tax-free|chocolate|at|the|airport|for|my|friends.,e2240-a.mp3,,1,Ivy,,right,none
e2241,va1121,historical,What kind of movies do you like?,Historical dramas. I love the costumes.,どんな映画が好き？,時代劇！衣装が大好きなんだ。,Kevin,Ivy,2,Historical,Kevin,Ivy,What kind of movies do you like?,___________,Historical dramas. I love the costumes.,Historical|dramas.|I|love|the|costumes.,e2241-a.mp3,e2241-b.mp3,1,Kevin.png,Ivy.png,left,right
e2242,va1121,historical,This letter is an important historical record.,,この手紙は重要な歴史的記録です。,,Ruth,,1,historical,Ruth,,___________,,This letter is an important historical record.,This|letter|is|an|important|historical|record.,e2242-a.mp3,,1,Ruth.png,,left,none
e2243,va1122,range,How much are these jackets?,"They range from 3,000 to 8,000 yen.",このジャケットっていくらですか？,"3,000円から8,000円まであります。",Ivy,Ruth,2,range,Ivy,Ruth,How much are these jackets?,___________,"They range from 3,000 to 8,000 yen.","They|range|from|3,000|to|8,000|yen.",e2243-a.mp3,e2243-b.mp3,1,Ivy,Ruth.png,right,left
e2244,va1122,range,This store has a wide range of snacks!,I know. I could stay here all day.,この店、お菓子の種類めっちゃ豊富！,でしょ。一日中いられるよ。,Kevin,Ivy,1,range,Kevin,Ivy,___________,I know. I could stay here all day.,This store has a wide range of snacks!,This|store|has|a|wide|range|of|snacks!,e2244-a.mp3,e2244-b.mp3,1,Kevin.png,Ivy.png,left,right
e2245,va1123,currency,What currency do they use in Thailand?,The baht. Let's exchange some money at the airport.,タイではどの通貨を使うの？,バーツだよ。空港で両替しよう。,Ivy,Matthew,1,currency,Ivy,Matthew,___________,The baht. Let's exchange some money at the airport.,What currency do they use in Thailand?,What|currency|do|they|use|in|Thailand?,e2245-a.mp3,e2245-b.mp3,1,Ivy,Matthew.png,right,left
e2246,va1123,currency,Some countries in Europe share the same currency.,,ヨーロッパのいくつかの国は同じ通貨を使っています。,,Ruth,,1,currency.,Ruth,,___________,,Some countries in Europe share the same currency.,Some|countries|in|Europe|share|the|same|currency.,e2246-a.mp3,,1,Ruth.png,,left,none
e2247,va1124,junior,Who's that girl?,She's a junior member of our tennis club.,あの子誰？,テニス部の後輩だよ。,Kevin,Ivy,2,junior,Kevin,Ivy,Who's that girl?,___________,She's a junior member of our tennis club.,She's|a|junior|member|of|our|tennis|club.,e2247-a.mp3,e2247-b.mp3,1,Kevin.png,Ivy.png,left,right
e2248,va1124,junior,I started as a junior staff member twenty years ago.,,僕は20年前、下っ端の社員として働き始めたんだ。,,Matthew,,1,junior,Matthew,,___________,,I started as a junior staff member twenty years ago.,I|started|as|a|junior|staff|member|twenty|years|ago.,e2248-a.mp3,,1,Matthew.png,,left,none
e2249,va1125,reception,Where should we meet?,Let's meet at the hotel reception at six.,どこで待ち合わせる？,6時にホテルのフロントで会おう。,Ivy,Matthew,2,reception,Ivy,Matthew,Where should we meet?,___________,Let's meet at the hotel reception at six.,Let's|meet|at|the|hotel|reception|at|six.,e2249-a.mp3,e2249-b.mp3,1,Ivy,Matthew.png,right,left
e2250,va1125,reception,Hello? Can you hear me?,Barely. The reception here is really bad.,もしもし？聞こえる？,かろうじて。ここ電波がすごく悪いの。,Kevin,Ivy,2,reception,Kevin,Ivy,Hello? Can you hear me?,___________,Barely. The reception here is really bad.,Barely.|The|reception|here|is|really|bad.,e2250-a.mp3,e2250-b.mp3,1,Kevin.png,Ivy.png,left,right
e2251,va1126,copyright,Can I use this song in our video?,Be careful. It might be protected by copyright.,この曲、僕たちの動画に使ってもいいですか？,気をつけてね。著作権で守られているかもしれないわ。,Kevin,Ruth,2,copyright.,Kevin,Ruth,Can I use this song in our video?,___________,Be careful. It might be protected by copyright.,Be|careful.|It|might|be|protected|by|copyright.,e2251-a.mp3,e2251-b.mp3,1,Kevin.png,Ruth.png,left,left
e2252,va1126,copyright,The copyright of this picture belongs to the artist.,,この絵の著作権は画家にあります。,,Ruth,,1,copyright,Ruth,,___________,,The copyright of this picture belongs to the artist.,The|copyright|of|this|picture|belongs|to|the|artist.,e2252-a.mp3,,1,Ruth.png,,left,none
e2253,va1127,willing,Is anyone willing to help me carry these boxes?,"Sure, I'll take the heavy one.",誰かこの箱運ぶの手伝ってくれない？,いいよ、重いのは俺が持つ。,Ivy,Kevin,1,willing,Ivy,Kevin,___________,"Sure, I'll take the heavy one.",Is anyone willing to help me carry these boxes?,Is|anyone|willing|to|help|me|carry|these|boxes?,e2253-a.mp3,e2253-b.mp3,1,Ivy,Kevin.png,right,left
e2254,va1127,willing,I really want to learn guitar.,"If you're serious, I'm willing to pay for lessons.",ギターをどうしても習いたいの。,本気なら、レッスン代を出してもいいよ。,Ivy,Matthew,2,willing,Ivy,Matthew,I really want to learn guitar.,___________,"If you're serious, I'm willing to pay for lessons.","If|you're|serious,|I'm|willing|to|pay|for|lessons.",e2254-a.mp3,e2254-b.mp3,1,Ivy,Matthew.png,right,left
e2255,va1128,pollute,Factories used to pollute this river badly.,,昔は工場がこの川をひどく汚染していました。,,Ruth,,1,pollute,Ruth,,___________,,Factories used to pollute this river badly.,Factories|used|to|pollute|this|river|badly.,e2255-a.mp3,,1,Ruth.png,,left,none
e2256,va1128,pollute,Why don't you like plastic straws?,They pollute the ocean and hurt sea turtles.,なんでプラスチックのストローが嫌いなの？,海を汚すし、ウミガメを傷つけるからだよ。,Kevin,Ivy,2,pollute,Kevin,Ivy,Why don't you like plastic straws?,___________,They pollute the ocean and hurt sea turtles.,They|pollute|the|ocean|and|hurt|sea|turtles.,e2256-a.mp3,e2256-b.mp3,1,Kevin.png,Ivy.png,left,right
e2257,va1129,split,This pizza is too big for me.,Let's split it. I'm hungry too.,このピザ、俺には大きすぎる。,半分こしよう。私もお腹すいてるし。,Kevin,Ivy,2,split,Kevin,Ivy,This pizza is too big for me.,___________,Let's split it. I'm hungry too.,Let's|split|it.|I'm|hungry|too.,e2257-a.mp3,e2257-b.mp3,1,Kevin.png,Ivy.png,left,right
e2258,va1129,split,Please split into groups of four.,,4人ずつのグループに分かれてください。,,Ruth,,1,split,Ruth,,___________,,Please split into groups of four.,Please|split|into|groups|of|four.,e2258-a.mp3,,1,Ruth.png,,left,none
e2259,va1130,appoint,The coach appointed Kevin as our new captain!,,コーチがケビンを新しいキャプテンに任命したよ！,,Ivy,,1,appointed,Ivy,,___________,,The coach appointed Kevin as our new captain!,The|coach|appointed|Kevin|as|our|new|captain!,e2259-a.mp3,,1,Ivy,,right,none
e2260,va1130,appoint,The school board will appoint a new principal next spring.,,教育委員会が来春、新しい校長を任命します。,,Ruth,,1,appoint,Ruth,,___________,,The school board will appoint a new principal next spring.,The|school|board|will|appoint|a|new|principal|next|spring.,e2260-a.mp3,,1,Ruth.png,,left,none
e2261,va1131,punish,Did your mom punish you for breaking the vase?,"Yeah, no video games for a week.",花瓶割ったこと、お母さんに怒られた？,うん、1週間ゲーム禁止。,Ivy,Kevin,1,punish,Ivy,Kevin,___________,"Yeah, no video games for a week.",Did your mom punish you for breaking the vase?,Did|your|mom|punish|you|for|breaking|the|vase?,e2261-a.mp3,e2261-b.mp3,1,Ivy,Kevin.png,right,left
e2262,va1131,punish,Should people be punished for spreading fake news online?,,ネットで偽のニュースを広めた人は罰せられるべきでしょうか？,,Ruth,,1,punished,Ruth,,___________,,Should people be punished for spreading fake news online?,Should|people|be|punished|for|spreading|fake|news|online?,e2262-a.mp3,,1,Ruth.png,,left,none
e2263,va1132,prisoner,What's the movie about?,A prisoner who escapes and tries to prove he's innocent.,その映画ってどんな話？,脱獄して無実を証明しようとする囚人の話だよ。,Kevin,Ivy,2,prisoner,Kevin,Ivy,What's the movie about?,___________,A prisoner who escapes and tries to prove he's innocent.,A|prisoner|who|escapes|and|tries|to|prove|he's|innocent.,e2263-a.mp3,e2263-b.mp3,1,Kevin.png,Ivy.png,left,right
e2264,va1132,prisoner,I feel like a prisoner in my room during exam week.,,テスト週間は、自分の部屋に閉じ込められた囚人みたいな気分。,,Ivy,,1,prisoner,Ivy,,___________,,I feel like a prisoner in my room during exam week.,I|feel|like|a|prisoner|in|my|room|during|exam|week.,e2264-a.mp3,,1,Ivy,,right,none
e2265,va1133,feverish,You look pale. Are you okay?,I feel a little feverish.,顔色悪いね。大丈夫？,ちょっと熱っぽいの。,Matthew,Ivy,2,feverish.,Matthew,Ivy,You look pale. Are you okay?,___________,I feel a little feverish.,I|feel|a|little|feverish.,e2265-a.mp3,e2265-b.mp3,1,Matthew.png,Ivy.png,left,right
e2266,va1133,feverish,"Your forehead feels feverish, so let's call your parents.",,おでこが熱っぽいわね。おうちの人に電話しましょう。,,Ruth,,1,"feverish,",Ruth,,___________,,"Your forehead feels feverish, so let's call your parents.","Your|forehead|feels|feverish,|so|let's|call|your|parents.",e2266-a.mp3,,1,Ruth.png,,left,none
e2267,va1134,rough,How was the ferry ride?,Terrible. The sea was so rough that I got sick.,フェリーどうだった？,最悪。海がすごく荒れてて酔っちゃった。,Kevin,Ivy,2,rough,Kevin,Ivy,How was the ferry ride?,___________,Terrible. The sea was so rough that I got sick.,Terrible.|The|sea|was|so|rough|that|I|got|sick.,e2267-a.mp3,e2267-b.mp3,1,Kevin.png,Ivy.png,left,right
e2268,va1134,rough,My report isn't finished yet.,That's fine. Just show me a rough draft.,レポートがまだ終わってないんです。,大丈夫よ。とりあえず下書きを見せて。,Ivy,Ruth,2,rough,Ivy,Ruth,My report isn't finished yet.,___________,That's fine. Just show me a rough draft.,That's|fine.|Just|show|me|a|rough|draft.,e2268-a.mp3,e2268-b.mp3,1,Ivy,Ruth.png,right,left
e2269,va1135,means,Bicycles are a cheap means of transportation.,,自転車は安い交通手段です。,,Ivy,,1,means,Ivy,,___________,,Bicycles are a cheap means of transportation.,Bicycles|are|a|cheap|means|of|transportation.,e2269-a.mp3,,1,Ivy,,right,none
e2270,va1135,means,"For me, drawing is a means of expressing my feelings.",,私にとって、絵を描くことは気持ちを表現する手段です。,,Ivy,,1,means,Ivy,,___________,,"For me, drawing is a means of expressing my feelings.","For|me,|drawing|is|a|means|of|expressing|my|feelings.",e2270-a.mp3,,1,Ivy,,right,none
e2271,va1136,concept,I still don't understand the concept of gravity.,Let's try an experiment. It'll make more sense.,重力っていう考え方がまだよくわからないんです。,実験してみましょう。もっとわかりやすくなるわよ。,Ivy,Ruth,1,concept,Ivy,Ruth,___________,Let's try an experiment. It'll make more sense.,I still don't understand the concept of gravity.,I|still|don't|understand|the|concept|of|gravity.,e2271-a.mp3,e2271-b.mp3,1,Ivy,Ruth.png,right,left
e2272,va1136,concept,What's the concept of your café for the school festival?,"A cat café, but with stuffed cats.",文化祭のカフェのコンセプトは何？,猫カフェ。ただし猫はぬいぐるみ。,Kevin,Ivy,1,concept,Kevin,Ivy,___________,"A cat café, but with stuffed cats.",What's the concept of your café for the school festival?,What's|the|concept|of|your|café|for|the|school|festival?,e2272-a.mp3,e2272-b.mp3,1,Kevin.png,Ivy.png,left,right
e2273,va1137,weapon,A smile is your best weapon in a job interview.,,面接では笑顔が最大の武器よ。,,Ruth,,1,weapon,Ruth,,___________,,A smile is your best weapon in a job interview.,A|smile|is|your|best|weapon|in|a|job|interview.,e2273-a.mp3,,1,Ruth.png,,left,none
e2274,va1137,weapon,What's in that glass case?,"Old weapons that samurai used, like swords.",あのガラスケースの中は何？,刀とか、侍が使ってた昔の武器だよ。,Kevin,Ivy,2,weapons,Kevin,Ivy,What's in that glass case?,___________,"Old weapons that samurai used, like swords.","Old|weapons|that|samurai|used,|like|swords.",e2274-a.mp3,e2274-b.mp3,1,Kevin.png,Ivy.png,left,right
e2275,va1138,judgment,Should I buy the red shoes or the blue ones?,I trust your judgment. Just pick one!,赤い靴と青い靴、どっちにしようかな？,君の判断を信じるよ。とにかく決めて！,Ivy,Kevin,2,judgment.,Ivy,Kevin,Should I buy the red shoes or the blue ones?,___________,I trust your judgment. Just pick one!,I|trust|your|judgment.|Just|pick|one!,e2275-a.mp3,e2275-b.mp3,1,Ivy,Kevin.png,right,left
e2276,va1138,judgment,Don't make a judgment about people by their looks.,,人を見た目で判断してはいけません。,,Ruth,,1,judgment,Ruth,,___________,,Don't make a judgment about people by their looks.,Don't|make|a|judgment|about|people|by|their|looks.,e2276-a.mp3,,1,Ruth.png,,left,none
e2277,va1139,satisfaction,You finally finished that big puzzle!,Yes! What a feeling of satisfaction!,ついにあのでかいパズル完成させたんだ！,うん！すごい達成感！,Kevin,Ivy,2,satisfaction!,Kevin,Ivy,You finally finished that big puzzle!,___________,Yes! What a feeling of satisfaction!,Yes!|What|a|feeling|of|satisfaction!,e2277-a.mp3,e2277-b.mp3,1,Kevin.png,Ivy.png,left,right
e2278,va1139,satisfaction,Customer satisfaction is the most important thing in our shop.,,私たちのお店では、お客様の満足が一番大切です。,,Matthew,,1,satisfaction,Matthew,,___________,,Customer satisfaction is the most important thing in our shop.,Customer|satisfaction|is|the|most|important|thing|in|our|shop.,e2278-a.mp3,,1,Matthew.png,,left,none
e2279,va1140,besides,Why don't you want to go shopping?,"It's raining. Besides, I have homework.",なんで買い物に行きたくないの？,雨降ってるし。それに宿題もあるんだ。,Matthew,Ivy,2,"Besides,",Matthew,Ivy,Why don't you want to go shopping?,___________,"It's raining. Besides, I have homework.","It's|raining.|Besides,|I|have|homework.",e2279-a.mp3,e2279-b.mp3,1,Matthew.png,Ivy.png,left,right
